date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:26:40	28642/28642	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:26:38%20GMT	https://luckyforlife.us/Content/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/ui-icons_444444_256x240.html	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:26:42	28642/28642	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:26:42%20GMT	https://luckyforlife.us/Content/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/ui-icons_555555_256x240.html	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:26:45	28642/28642	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:26:44%20GMT	https://luckyforlife.us/Content/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/ui-icons_ffffff_256x240.html	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:26:56	28642/28642	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:26:47%20GMT	https://luckyforlife.us/Content/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/ui-icons_777620_256x240.html	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:26:58	28642/28642	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:26:57%20GMT	https://luckyforlife.us/Content/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/ui-icons_cc0000_256x240.html	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:26:59	28642/28642	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:26:58%20GMT	https://luckyforlife.us/Content/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/ui-icons_777777_256x240.html	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:27:02	28652/28652	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:27:00%20GMT	https://luckyforlife.us/Content/img/play.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/img/play.html	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:27:04	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%2250503191d44cd71:0%22	https://luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfont3e6e.eot	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:27:06	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%2250503191d44cd71:0%22	https://luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfont.eot?	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfontd41d.eot	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:27:07	28679/28679	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:27:07%20GMT	https://luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfont3e6e.html	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:27:09	28679/28679	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:27:08%20GMT	https://luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfont3e6e-2.html	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:27:12	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22aaec3191d44cd71:0%22	https://luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfont3e6e.ttf	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:27:14	1173/1173	---M--	200	added ('OK')	image/gif	etag:%2211a946b2335dd71:0%22	https://luckyforlife.us/Content/images/bg_pattern.gif	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/bg_pattern.gif	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:14	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%22b8ab3491d44cd71:0%22	https://luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/fonts/fontawesome/fontawesome-webfont3e6e.svg	(from https://luckyforlife.us/Content/css?v=nZdlMqv2mbsfF2PBvs7FiChjXWLi5wcbupDw5Z7ELYI1)
19:27:16	17664/17664	---M--	200	added ('OK')	image/png	etag:%22471178b2335dd71:0%22	https://luckyforlife.us/Content/images/LFL_whiteball.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/LFL_whiteball.png	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:17	10978/10978	---M--	200	added ('OK')	image/png	etag:%22cefa4db2335dd71:0%22	https://luckyforlife.us/Content/images/flat-color-social-icon.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/flat-color-social-icon.png	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:18	2759/2759	---M--	200	added ('OK')	image/png	etag:%2230a84fb2335dd71:0%22	https://luckyforlife.us/Content/images/greendot.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/greendot.png	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:19	2709/2709	---M--	200	added ('OK')	image/png	etag:%22b73a88b2335dd71:0%22	https://luckyforlife.us/Content/images/yellowdot.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/yellowdot.png	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:21	1108/1108	---M--	200	added ('OK')	image/png	etag:%22512e7cb2335dd71:0%22	https://luckyforlife.us/Content/images/plussign.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/plussign.png	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:22	1207/1207	---M--	200	added ('OK')	image/png	etag:%22c6ed7eb2335dd71:0%22	https://luckyforlife.us/Content/images/select-box-arrow.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/select-box-arrow.png	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:23	1470/1470	---M--	200	added ('OK')	image/jpeg	etag:%22e6777eb2335dd71:0%22	https://luckyforlife.us/Content/images/right-img.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/right-img.jpg	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:29	1514/1514	---M--	200	added ('OK')	image/jpeg	etag:%228ac775b2335dd71:0%22	https://luckyforlife.us/Content/images/left-img.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/left-img.jpg	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:31	1260/1260	---M--	200	added ('OK')	image/png	etag:%2255a473b2335dd71:0%22	https://luckyforlife.us/Content/images/jcf-handle.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/jcf-handle.png	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:32	4396/4396	---M--	200	added ('OK')	application/octet-stream	etag:%22e0913791d44cd71:0%22	https://luckyforlife.us/Content/fonts/icomoon/icomoon.eot?	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/fonts/icomoon/icomoond41d.eot	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:33	4232/4232	---M--	200	added ('OK')	application/octet-stream	etag:%22b63c3b91d44cd71:0%22	https://luckyforlife.us/Content/fonts/icomoon/icomoon.ttf	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/fonts/icomoon/icomoon.ttf	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:35	28679/28679	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:27:34%20GMT	https://luckyforlife.us/Content/fonts/icomoon/icomoon.woff	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/fonts/icomoon/icomoon.html	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:36	12780/12780	---M--	200	added ('OK')	image/svg+xml	etag:%22b8ab3491d44cd71:0%22	https://luckyforlife.us/Content/fonts/icomoon/icomoon.svg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/fonts/icomoon/icomoon.svg	(from https://luckyforlife.us/Content/Site.min.css?v=202156150256)
19:27:39	28609/28609	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:27:38%20GMT	https://luckyforlife.us/popper.js	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/popper.html	(from https://luckyforlife.us/Scripts/bootstrap.min.js)
19:27:40	28663/28663	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:27:40%20GMT	https://luckyforlife.us/xl/worksheets/sheet1.xml	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/xl/worksheets/sheet1.html	(from https://luckyforlife.us/Scripts/datatables.min.js)
19:27:42	28636/28636	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:27:41%20GMT	https://luckyforlife.us/xl/workbook.xml	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/xl/workbook.html	(from https://luckyforlife.us/Scripts/datatables.min.js)
19:27:43	28636/28636	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:27:42%20GMT	https://luckyforlife.us/xl/styles.xml	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/xl/styles.html	(from https://luckyforlife.us/Scripts/datatables.min.js)
19:27:44	28609/28609	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:27:43%20GMT	https://luckyforlife.us/[Content_Types].xml	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/[Content_Types].html	(from https://luckyforlife.us/Scripts/datatables.min.js)
19:27:46	28609/28609	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:27:45%20GMT	https://luckyforlife.us/buttons.pdf	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/buttons.html	(from https://luckyforlife.us/Scripts/datatables.min.js)
19:27:48	90901/90901	---M--	200	added ('OK')	image/jpeg	etag:%225ddd7b4335dd71:0%22	https://luckyforlife.us/Content/pages/banners/3/banner.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/banners/3/banner.jpg	(from https://luckyforlife.us/how-to-play/)
19:27:50	90901/90901	---M--	200	added ('OK')	image/jpeg	etag:%2244ae2db4335dd71:0%22	https://luckyforlife.us/Content/pages/banners/8/banner.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/banners/8/banner.jpg	(from https://luckyforlife.us/where-to-play/)
19:27:52	69439/69439	---M--	200	added ('OK')	image/jpeg	etag:%22f2cb31b4335dd71:0%22	https://luckyforlife.us/Content/pages/banners/9/banner.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/banners/9/banner.jpg	(from https://luckyforlife.us/winning-numbers/)
19:27:53	3137/3137	---M--	200	added ('OK')	image/png	etag:%22c3c985b2335dd71:0%22	https://luckyforlife.us/Content/images/winning-number-search-arrow-56x56.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/images/winning-number-search-arrow-56x56.png	(from https://luckyforlife.us/winning-numbers/)
19:27:55	39794/39794	---M--	200	added ('OK')	image/jpeg	etag:%224e86bb4335dd71:0%22	https://luckyforlife.us/Content/pages/banners/4/banner.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/banners/4/banner.jpg	(from https://luckyforlife.us/frequently-asked-questions/)
19:27:57	61028/61028	---M--	200	added ('OK')	image/jpeg	etag:%22fa9020b4335dd71:0%22	https://luckyforlife.us/Content/pages/banners/6/banner.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/banners/6/banner.jpg	(from https://luckyforlife.us/odds-and-prizes/)
19:27:59	55396/55396	---M--	200	added ('OK')	image/jpeg	etag:%229218eeb3335dd71:0%22	https://luckyforlife.us/Content/pages/banners/10/banner.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/banners/10/banner.jpg	(from https://luckyforlife.us/winners/)
19:28:01	55396/55396	---M--	200	added ('OK')	image/jpeg	etag:%22999427b4335dd71:0%22	https://luckyforlife.us/Content/pages/banners/7/banner.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/banners/7/banner.jpg	(from https://luckyforlife.us/top-prize-winners/)
19:28:03	91209/91209	---M--	200	added ('OK')	image/jpeg	etag:%2285a1ffb3335dd71:0%22	https://luckyforlife.us/Content/pages/banners/2/banner.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/banners/2/banner.jpg	(from https://luckyforlife.us/about/)
19:28:05	100149/100149	---M--	200	added ('OK')	image/jpeg	etag:%22242e18b4335dd71:0%22	https://luckyforlife.us/Content/pages/banners/5/banner.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/banners/5/banner.jpg	(from https://luckyforlife.us/play-responsibly/)
19:28:06	28733/28733	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Aug%202023%2018:28:05%20GMT	https://luckyforlife.us/Content/pages/versions/5/20210719084525/RG-Banner-01.png	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/versions/5/20210719084525/RG-Banner-01.html	(from https://luckyforlife.us/play-responsibly/)
19:28:08	73966/73966	---M--	200	added ('OK')	image/jpeg	etag:%2247cf6b3335dd71:0%22	https://luckyforlife.us/Content/pages/banners/11/banner.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/banners/11/banner.jpg	(from https://luckyforlife.us/contact/)
19:28:08	910/910	---MC-	200	added ('OK')	text/javascript	date:Tue,%2015%20Aug%202023%2018:28:08%20GMT	https://www.google.com/recaptcha/api.js?onload=renderRecaptcha&render=explicit	C:/My%20Web%20Sites/luckyforlifecl/www.google.com/recaptcha/api8c9b.js	(from https://luckyforlife.us/contact/)
19:28:11	100149/100149	---M--	200	added ('OK')	image/jpeg	etag:%224fdbccb3335dd71:0%22	https://luckyforlife.us/Content/pages/banners/banner.jpg	C:/My%20Web%20Sites/luckyforlifecl/luckyforlife.us/Content/pages/banners/banner.jpg	(from https://luckyforlife.us/privacy-policy/)
